longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.285,47.7752,1,4,4,2590,8,5.6779,537250,0
-122.154,47.4551,1,4,3,1180,7,2.5893,255000,0
-122.129,47.479,2,3,4,2950,7,5.6506,530000,0
-122.21,47.5631,2,4,6,7390,12,5.7321,5300000,1
-121.96,47.6596,2,3,3,2150,9,3.5368,595000,0
-122.124,47.6115,1,4,4,2100,7,5.5,548000,0
-122.182,47.3187,1,3,3,1650,7,5.4409,234975,0
-122.321,47.6498,2.5,3,3,1620,9,4.1111,600000,0
-122.097,47.743,1,4,4,1750,7,1.2024,432000,0
-122.217,47.7085,2,3,3,1380,7,1.3958,455000,0
-122.328,47.7571,1,3,3,1510,7,2.7083,279950,0
-122.216,47.3737,1,4,3,1600,7,2,267500,0
-122.049,47.4306,2,3,4,1840,8,2.0034,620000,0
-122.335,47.4784,1,2,2,830,6,2.5737,110000,0
-122.305,47.607,2,4,3,1810,8,3.3371,625000,0
-122.305,47.6999,1,3,2,910,7,3.6154,389000,0
-122.31,47.6227,2,3,4,2120,9,3.1389,1200000,0
-122.02,47.4569,2,4,4,2510,8,4.1947,788500,0
-122.169,47.6737,1,3,5,2100,8,2.7374,567000,0
-122.353,47.3361,1,3,2,2690,8,4.2227,515000,0
-122.285,47.7761,1,5,4,2430,8,5.3098,605000,0
-122.213,47.4744,2,3,4,2452,7,3.5857,430000,0
-122.409,47.6712,1,3,2,1550,7,5.25,805000,0
-122.014,47.6036,2,3,3,2080,8,4.1016,567500,0
-122.29,47.5873,1,5,3,1290,7,5.5676,647500,0
-122.31,47.6106,2.5,4,2,1850,7,4.8542,495000,0
-121.998,47.541,2,3,4,3370,9,4.9783,825000,0
-122.152,47.4627,2,4,4,2730,8,3.0042,435000,0
-122.195,47.7321,1,5,3,1300,7,2.1417,445950,0
-122.119,47.5531,2,3,5,3040,10,4.6628,960000,0
-122.331,47.6853,1.5,5,4,2440,8,5.102,780000,0
-122.383,47.3191,1,4,3,1720,8,4.0972,274500,0
-122.34,47.7053,1.5,4,5,3230,8,3.5129,729953,0
-122.342,47.6384,2,3,3,1200,8,4.1094,464950,0
-122.177,47.5904,1,3,4,2350,8,6.0497,620000,0
-121.978,47.5968,2,3,4,3100,9,6.1237,735000,0
-122.335,47.7356,1,3,4,2040,8,5.3363,450000,0
-122.268,47.5529,1.5,3,4,2000,7,5.1337,450000,0
-122.31,47.6106,2.5,4,4,2160,9,4.0767,842500,0
-122.107,47.4674,1,3,3,1970,7,1.4871,360000,0
-122.47,47.4815,2,3,3,2270,8,3.016,585000,0
-122.171,47.7011,1,4,3,1850,7,2.1013,461000,0
-122.38,47.5315,1,3,2,1350,7,2.7907,345000,0
-122.286,47.6948,1,3,3,3280,10,3.5436,1075000,0
-122.013,47.574,2,3,4,2270,8,4.2067,643000,0
-122.027,47.6253,2,3,4,2820,9,3.4817,690000,0
-122.306,47.7529,1.5,3,4,1200,7,2.5833,282000,0
-122.388,47.6925,1,4,3,2000,8,3.7043,549000,0
-122.395,47.648,2,4,3,2310,9,3.3661,815000,0
-122.097,47.6393,2,5,5,4640,8,4.8693,2200000,1
-122.11,47.6386,2,4,3,2330,8,6.0424,700000,0
-122.116,47.6468,2,3,3,3940,9,2.0523,933399,0
-122.213,47.4627,1,3,3,1440,7,2.5795,290000,0
-121.772,47.4487,1,5,4,1960,7,2.9583,372000,0
-122.353,47.6795,1,4,2,1250,7,1.8523,450000,0
-122.178,47.3668,2,3,3,1981,8,4.5,303700,0
-121.993,47.5744,2,4,4,2440,9,2.1974,672000,0
-122.173,47.7197,1.5,3,4,1150,6,2.5481,334000,0
-122.241,47.4979,1,3,2,1120,6,5.1265,260000,0
-122.367,47.6491,1,4,3,1800,8,3.1711,749950,0
-122.015,47.2624,2,4,4,2380,8,3.3831,330000,0
-122.342,47.654,2,3,5,2920,8,4.2042,830000,0
-122.351,47.4389,1,3,3,2790,8,3.9519,1131000,0
-122.327,47.7552,1,4,3,1560,6,3.609,320000,0
-122.045,47.407,1.5,5,2,1550,7,4.1189,260000,0
-122.338,47.4851,1,5,3,1700,6,3.8824,225000,0
-122.359,47.6976,1,3,1,640,5,3.6523,279200,0
-122.296,47.726,2,3,4,2680,8,3.625,520000,0
-122.017,47.5674,2,4,3,1860,8,5.2015,505000,0
-122.14,47.375,1,4,3,1490,7,5.76,234000,0
-122.271,47.7728,2,3,4,2470,9,5.0509,503000,0
-122.184,47.6925,1,4,4,2390,8,5.4496,606000,0
-122.281,47.6839,1,4,3,1230,7,5.1297,433500,0
-122.2,47.524,1,3,3,2840,8,4.3875,250000,0
-122.141,47.5477,2,4,3,2120,9,6.6579,719000,0
-122.337,47.415,1,4,3,1770,8,6.9961,381000,0
-122.283,47.288,2,3,3,2495,8,6.135,267000,0
-121.91,47.2653,1,5,1,1170,7,5.6875,275000,0
-122.021,47.6334,2,3,4,2740,8,4.675,651000,0
-122.286,47.6767,1,3,2,1050,7,5.6931,439000,0
-122.377,47.5141,1,4,2,1130,7,4.3571,325000,0
-122.322,47.6924,1,3,2,880,7,6.3699,490000,0
-122.234,47.7361,2,3,4,2403,9,4.5401,519900,0
-122.03,47.4054,2,3,4,3410,9,4.0154,545000,0
-121.966,47.5852,2,3,4,5320,11,3.7262,1062500,0
-122.147,47.5765,1,4,4,1900,7,5.0172,542000,0
-122.076,47.7358,2,4,4,1810,7,4.2917,465000,0
-122.024,47.72,1,3,2,1200,8,6.0859,408000,0
-122.192,47.3631,2,3,4,2060,8,4.7386,292000,0
-122.001,47.3277,1,3,3,1250,7,4.5893,253000,0
-122.354,47.5232,1,5,2,910,6,5.0672,280000,0
-122.065,47.4871,2,3,3,2560,10,4.8702,658588,0
-122.156,47.5897,1,4,4,1920,8,5.0445,635000,0
-122.197,47.7746,2,3,4,2240,8,3.9816,439000,0
-122.154,47.4908,2,3,3,1260,8,4.175,300000,0
-122.314,47.4032,1,4,3,1360,8,2.5459,345000,0
-122.193,47.4391,2,3,4,2100,8,2.5268,283500,0
-122.339,47.6872,1.5,3,2,2110,7,3.5057,425000,0
-122.189,47.6621,1,3,3,2210,8,2.892,685000,0
-122.149,47.5471,2,3,3,2360,8,5.0761,750000,0
-122.255,47.4949,1,3,4,1280,6,4.725,245000,0
-122.296,47.5816,1,3,6,2740,7,4.475,585444,0
-122.179,47.6962,2,3,4,2740,9,6.0265,706000,0
-122.361,47.5067,1.5,3,4,2630,7,6.1922,445000,0
-122.353,47.2904,1,3,3,1650,7,3.2484,241000,0
-122.285,47.7345,2,3,2,1770,8,3.2,1175000,1
-122.376,47.5677,1.5,4,3,1500,7,4.125,530000,0
-122.33,47.7352,1,3,3,1430,7,6.1359,350000,0
-122.246,47.5115,2,3,4,3190,10,2.8043,1700000,1
-122.163,47.7677,1,3,3,1280,7,1.8229,389000,0
-122.27,47.6788,2,4,4,2390,7,3.7333,799000,0
-122.41,47.6408,1,4,4,4040,9,2.3462,1400000,0
-122.301,47.734,1,5,2,920,7,1.3894,340895,0
-122.029,47.6227,2,3,4,2730,9,2.3152,780000,0
-122.271,47.2755,1,3,2,1320,7,5.7295,350000,0
-121.879,47.5328,2,3,3,2620,7,4.5707,470000,0
-122.134,47.7336,2,3,4,3180,11,3.8897,914600,0
-122.129,47.3663,2,3,4,2900,8,3.6042,354000,0
-122.186,47.6831,1.5,4,5,1900,6,4.6375,470000,0
-122.331,47.6558,1,5,3,1760,7,4.9022,715000,0
-122.304,47.5466,1,4,2,760,6,4.45,265000,0
-122.261,47.6696,2,5,4,3710,10,4.59,2537000,0
-122.341,47.6857,1,3,3,1530,7,3.4531,640000,0
-122.313,47.5131,2,4,4,1990,7,3.5179,290000,0
-122.079,47.7597,1,3,5,3830,8,4.317,480000,0
-122.293,47.5959,1,5,3,2040,7,5.1118,535000,0
-122.195,47.6537,1,5,3,2170,8,5.1021,907000,0
-122.213,47.7148,1,4,3,1620,7,3.6449,459000,0
-122.099,47.6191,1,3,3,3600,9,2.8456,1355000,0
-122.188,47.3632,1,3,3,1470,7,3.4187,264950,0
-122.348,47.6598,1.5,1,3,1760,6,5.4607,352950,0
-122.174,47.5413,1,4,3,2230,8,5.0915,491500,0
-122.151,47.6463,2,3,4,3770,10,4.4536,1229000,0
-122.319,47.7362,1,4,3,1200,7,6.2135,369500,0
-122.095,47.686,2,3,3,2090,9,4.9219,566000,0
-122.187,47.4621,1,4,3,1500,7,4.525,290000,0
-122.22,47.6232,2,3,5,8000,12,4.0507,5350000,0
-122.077,47.369,1,3,3,870,6,3.7841,180000,0
-122.353,47.771,1,4,2,1010,6,6.1436,215000,0
-122.353,47.771,1,4,2,1010,6,6.1168,302000,0
-122.322,47.3855,1,3,3,1860,7,5.0092,352500,0
-122.19,47.496,1,4,4,1330,5,4.7891,235867,0
-122.05,47.624,2,3,3,1760,8,5.2145,500000,0
-121.98,47.7462,2,3,3,1800,7,3.6133,382000,0
-122.38,47.6903,1.5,3,5,1690,7,3.65,515000,0
-122.304,47.5723,1,3,1,660,6,5.7512,250000,0
-122.384,47.6876,1.5,4,3,2400,7,5.9617,672500,0
-122.098,47.6897,2,3,3,3020,9,5.2442,755000,0
-122.353,47.627,2,3,3,1500,7,5.1333,707500,0
-122.365,47.6882,1,4,4,1560,6,4.6071,459000,0
-122.294,47.3748,1.5,3,3,1090,7,3.7,140000,0
-122.333,47.6667,1,3,2,970,7,4.5833,495000,0
-122.002,47.5534,2,3,3,3190,9,3.0859,757000,0
-122.002,47.5534,2,3,3,3190,9,5.431,765000,0
-122.3,47.7055,1,4,4,1890,7,3.1573,359000,0
-122.396,47.5473,1,3,3,1050,6,7.6166,440000,0
-122.332,47.7224,1,3,4,1390,7,5.5872,400000,0
-122.393,47.6785,1,4,3,1700,7,6.7371,652000,0
-122.358,47.4574,1,3,3,1050,7,6.7821,260000,0
-122.229,47.5421,1,3,5,3340,9,5.3794,1328000,0
-122.032,47.5326,1,3,4,1540,6,4,519500,0
-122.354,47.6861,1.5,4,3,1710,7,3.25,650000,0
-122.329,47.3251,2,3,4,2100,8,2.9861,280000,0
-122.138,47.6219,1,4,4,1730,8,2.9915,515000,0
-122.203,47.7159,2,3,3,1500,7,2.9097,400000,0
-122.021,47.6297,2,3,3,2380,9,2.5841,652100,0
-122.305,47.3054,2,3,6,2180,7,3.1968,235000,0
-122.279,47.5575,2,3,4,1840,8,2.2411,701000,0
-122.115,47.6993,2,3,4,2341,9,3.8456,640000,0
-122.043,47.6866,2,3,3,1690,7,3.6964,455800,0
-121.898,47.6442,2,3,3,2490,8,1.837,504750,0
-122.06,47.6104,2,3,3,2440,9,3.1838,483000,0
-122.49,47.4781,1,5,3,920,6,5.4482,530000,1
-122.341,47.4814,1,3,2,1030,6,6.0901,250000,0
-122.347,47.3155,1,3,5,2000,7,6.6727,229950,0
-122.022,47.6067,2,3,4,4210,9,2.1083,884744,0
-122.143,47.6681,1,3,3,1610,7,3.1719,514000,0
-122.006,47.4672,1,4,3,1910,8,2.4519,532000,0
-122.162,47.4981,2,3,4,2660,8,4.9485,423000,0
-122.38,47.5649,1,5,2,820,6,5.6642,420000,0
-122.201,47.737,1,3,3,1730,8,4.2569,521000,0
-122.169,47.6988,2,3,4,2360,8,6.7061,577000,0
-122.132,47.603,1,3,3,970,7,4.125,425000,0
-122.235,47.7719,2,3,4,2460,8,6.0704,495000,0
-122.351,47.3026,2,3,3,2690,9,6.3809,340000,0
-122.298,47.596,2,3,3,1820,8,6.8145,499950,0
-122.386,47.5917,2,3,4,3470,9,7.5898,1218000,0
-122.204,47.5259,1,5,4,3370,8,3.1406,720000,0
-122.174,47.4216,1,3,3,1700,7,5.6292,249000,0
-122.178,47.3527,1,4,3,1340,7,4.6602,206135,0
-122.19,47.444,2,4,5,2000,7,4.7188,300000,0
-122.241,47.506,1.5,3,6,3840,8,2.85,612000,0
-122.363,47.7291,2,3,5,3890,10,5.5777,1102030,0
-122.376,47.2964,1.5,4,4,1220,7,6.0918,230000,0
-122.372,47.6378,1,3,3,2280,8,4.0473,850000,0
-122.256,47.3396,1,4,4,2770,7,4.45,355000,0
-122.159,47.5148,2,3,4,2520,9,4.7094,442000,0
-122.126,47.3786,2,3,4,3060,8,7.4713,399000,0
-122.222,47.2593,2,3,4,2390,9,6.5847,360000,0
-122.133,47.4425,1,3,3,1320,8,7.6877,390000,0
-122.197,47.7752,1,3,5,2900,8,5.0362,413000,0
-122.276,47.5294,1,3,2,700,6,4.1612,190000,0
-121.782,47.4849,2,3,3,2210,8,2.6998,432900,0
-122.072,47.6482,2,3,3,2180,9,3.1002,621138,0
-122.157,47.4203,1.5,3,3,2080,7,5.0255,270000,0
-122.032,47.5739,1,3,4,2090,8,3.7433,610000,0
-122.298,47.559,1,5,3,1720,7,4.4312,500000,0
-122.032,47.6627,1,5,4,2460,8,4.4561,715000,0
-122.148,47.3658,1,4,3,1470,7,6.195,264000,0
-122.317,47.6209,1.5,3,3,1650,8,5.0391,550000,0
-122.108,47.3724,1,3,3,1690,8,3.6833,337000,0
-122.302,47.4167,1,4,3,970,6,5.0499,170000,0
-122.185,47.7321,1,4,4,2030,7,7.0895,405000,0
-122.114,47.7185,1,3,4,2540,10,4.3864,775000,0
-122.174,47.7223,1,4,3,1570,7,6.2924,425000,0
-122.133,47.5943,2,4,5,2580,8,5.1097,713000,0
-122.127,47.5968,1,3,5,2090,8,5.5636,555000,0
-121.995,47.5453,2,3,4,3260,9,5.6558,810000,0
-122.042,47.7237,2,4,4,3830,11,6.5378,1250000,0
-122.405,47.6491,2,5,3,2130,8,6.7192,819000,0
-122.367,47.5389,2,3,3,1690,8,2.9526,409900,0
-122.21,47.6132,2,5,2,1780,9,4.6528,935000,0
-122.4,47.6981,1,4,4,1620,7,4.2625,657500,0
-122.157,47.5211,2,3,6,4210,9,7.5349,900000,0
-122.294,47.6919,2.5,3,5,2980,9,4.8088,932800,0
-122.184,47.5455,1,4,3,1490,8,5.6986,391000,0
-122.153,47.4979,2,3,4,2110,8,7.5,420000,0
-122.157,47.6078,2,3,6,6563,10,4.6424,1300000,0
-122.338,47.751,1,5,3,1510,8,6.112,415000,0
-122.379,47.5038,1,3,3,1830,8,9.5862,350000,0
-122.401,47.6684,2,4,2,1230,7,6.2726,375000,0
-122.187,47.673,1,5,3,2180,8,6.1265,860000,0
-122.17,47.5491,1,4,4,2220,8,6.2048,495000,0
-122.288,47.3386,1,3,4,1730,7,3.375,250000,0
-122.144,47.439,1,4,4,1990,8,6.3325,365000,0
-122.212,47.7163,1,5,3,1540,7,6.2631,503000,0
-122.172,47.4752,1,4,2,1100,6,6.2781,150000,0
-122.314,47.6684,1,4,4,1640,7,2.4821,450000,0
-122.289,47.2609,2,3,4,2590,8,6.8806,355000,0
-122.315,47.346,2,4,3,1450,7,6.6204,245000,0
-122.181,47.4053,1,4,3,1180,7,6.6131,265900,0
-122.167,47.4339,1,3,4,1820,7,7.6473,299000,0
-122.224,47.5318,2,4,4,2360,10,8.155,957500,0
-122.211,47.7143,1,4,3,1120,7,5.5921,343000,0
-122.037,47.3646,2,3,3,1646,7,8.3188,307500,0
-121.858,47.5364,2,3,5,4210,10,7.9168,937500,0
-122.073,47.7591,1,4,3,2480,8,7.8287,610000,0
-122.386,47.5244,1,3,3,1590,8,6.7857,720000,0
-122.346,47.6515,1.5,5,4,2130,7,6.3942,610000,0
-122.193,47.7335,1,4,3,1650,7,9.7037,434500,0
-122.177,47.4291,1,4,2,3090,10,4.6932,602500,0
-122.269,47.5553,2,3,4,2180,8,10.3345,607010,0
-122.395,47.686,1,3,3,1800,7,12.5915,610000,0
-122.13,47.7582,2,3,4,3720,10,3.1591,828500,0
-122.338,47.329,1,3,3,1100,6,15.0001,199990,0
-122.049,47.3643,1,3,3,1530,7,6.7027,294000,0
-122.08,47.6647,2,3,4,3010,9,7.2216,789500,0
-121.972,47.5807,2,3,3,3500,10,7.9393,797000,0
-121.888,47.5369,2,3,5,3100,7,7.7072,539950,0
-122.311,47.3708,1,4,4,2000,7,6.5617,284950,0
-122.199,47.6888,1,3,4,2290,7,4.6042,776500,0
-122.24,47.7104,1,3,4,2400,7,3.375,525000,0
-122.17,47.3311,2,3,3,1850,8,9.8708,303000,0
-122.033,47.6272,2,3,3,3680,9,5.1755,722080,0
-122.309,47.3699,1,3,3,1060,7,4.9018,140000,0
-122.309,47.3699,1,3,3,1060,7,7.6518,235000,0
-122.351,47.698,1.5,3,3,1610,7,8.2673,440000,0
-122.378,47.5765,1.5,4,3,2330,7,7.3732,605000,0
-122.316,47.5625,1,3,2,1210,8,8.4352,380000,0
-122.35,47.5308,1,3,4,1530,7,7.2655,352000,0
-122.148,47.7559,1,4,4,2270,7,10.7372,420000,0
-122.41,47.647,2,4,4,2590,10,13.4883,1175000,0
-122.208,47.6194,1,4,3,1850,8,7.5139,1375000,0
-122.318,47.495,1.5,4,3,1500,6,9.5271,300000,0
-122.071,47.6624,2,3,4,4740,11,12.2478,1150000,0
-122.383,47.5286,1,5,2,1710,7,8.0839,453500,0
-122.363,47.7735,1,4,3,1920,8,8.003,443500,0
-122.325,47.737,1,3,2,1150,7,9.0776,332000,0
-122.017,47.591,2,3,3,2320,8,8.039,655000,0
-122.302,47.6844,1.5,3,4,1420,7,10.4549,475000,0
-121.752,47.4711,1,3,3,1550,7,6.5095,372500,0
-122.288,47.5947,1,3,4,2920,8,10.3224,1050000,0
-122.285,47.6743,1,5,3,1620,7,8.3678,500000,0
-122.242,47.5833,1.5,4,6,2300,9,6.8686,900000,0
-122.288,47.5427,1,3,3,1070,7,5.2079,327500,0
-121.981,47.7429,1,3,3,1790,7,4.3235,390000,0
-122.153,47.6214,2,4,2,1510,8,6.4666,451101,0
-122.389,47.5658,1.5,3,4,1340,7,8.0448,455000,0
-122.025,47.3432,2,3,4,3350,10,4.125,650000,0
-122.311,47.6393,2,4,3,2500,10,2.7411,895000,0
-122.238,47.5743,1,2,4,2350,7,10.3713,800000,0
-122.109,47.5623,2,3,4,2550,9,6.2275,703770,0
-122.216,47.2844,1,4,3,1320,7,3.5536,249950,0
-122.298,47.6694,1,4,2,1270,6,2.3971,512000,0
-122.063,47.4961,1,4,5,3480,8,2.933,780000,0
-122.218,47.2621,2,3,3,2820,8,2.9167,336000,0
-122.26,47.504,1.5,5,3,2110,6,3.6437,285000,0
-122.277,47.3717,1,3,3,1100,7,3.12,229900,0
-122.385,47.5718,1.5,4,4,1920,8,4.4551,667500,0
-121.78,47.4491,1,3,4,1890,7,3.5893,378000,0
-121.708,47.46,2,3,3,2530,8,2.4896,454000,0
-122.004,47.5928,2,3,4,2550,7,7.2315,537500,0
-122.265,47.5387,1.5,4,3,1550,6,7.6202,425000,0
-122.184,47.3836,1,3,3,1760,7,6.5814,290000,0
-122.297,47.6099,1,3,3,1270,7,8.0074,349500,0
-122.382,47.5554,2,3,3,1250,7,11.7064,370000,0
-122.281,47.703,1,4,3,1620,8,7.6717,549500,0
-122.376,47.5165,1,3,2,710,6,6.6657,245000,0
-122.023,47.3134,1,3,3,1070,7,7.203,208000,0
-122.285,47.3627,1,4,4,2320,8,11.3421,248000,0
-122.087,47.351,1.5,5,4,5450,9,4.5744,610000,0
-122.33,47.7667,2,3,4,1670,8,7.3267,550000,0
-121.721,47.4881,2,3,3,3010,10,5.6349,750000,0
-122.229,47.4785,1,3,2,1340,6,7.52,192000,0
-122.301,47.6248,1,3,2,790,7,8.1586,169317,0
-122.302,47.6258,2.5,3,4,3400,10,4.9,1198000,0
-122.303,47.6325,1.5,4,2,1530,7,8.9571,880000,0
-122.333,47.7234,1,3,1,930,6,8.7589,210000,0
-122.184,47.4676,1,3,3,1540,7,7.6917,180500,0
-122.057,47.6471,2,3,4,1990,9,7.6107,540000,0
-122.112,47.7455,1,3,3,2300,9,6.917,520000,0
-122.222,47.4904,1,3,3,1220,7,2.4444,177500,0
-122.255,47.5119,1,4,3,2380,8,7.3195,415000,0
-122.201,47.7289,1,5,4,2020,7,7.7736,495000,0
-122.299,47.4838,1,3,3,1890,8,10.9405,325000,0
-122.161,47.6819,1,3,2,1330,7,10.3416,440000,0
-122.297,47.7626,1,4,3,1490,7,9.0064,411000,0
-122.269,47.5484,2,3,5,3550,9,8.1489,810000,0
-122.118,47.588,1,4,5,2040,7,5.2699,561750,0
-122.176,47.5984,1,4,4,2380,9,6.4753,835100,0
-122.168,47.7286,1,3,3,1780,8,5.5601,450000,0
-122.196,47.4328,2,3,3,1650,7,2.875,238000,0
-122.287,47.3192,1,3,3,1510,7,10.5815,299000,0
-122.403,47.6446,1,4,2,1100,7,13.2949,570000,0
-122.154,47.3845,2,4,3,2190,8,13.1499,340000,0
-122.393,47.5803,1.5,3,2,1760,6,8.3209,450000,0
-122.345,47.4982,1,3,4,1800,7,2.9591,272750,0
-122.303,47.6956,2,4,4,2000,6,5.1582,520000,0
-122.133,47.4887,1,5,3,990,7,4.1483,284950,0
-122.289,47.4577,1,3,2,1480,7,6.8642,255000,0
-122.299,47.4832,1,5,2,1200,7,6.6134,231500,0
-121.945,47.6331,2.5,3,1,3000,8,8.3956,415000,0
-122.285,47.3012,2,3,4,3504,7,8.1163,330000,0
-122.243,47.737,1,3,3,1300,7,9.0243,365000,0
-122.319,47.401,1.5,3,4,1330,7,7.3445,425000,0
-122.313,47.5525,1,4,4,1850,7,5.2798,400000,0
-122.392,47.3086,2,3,4,2240,9,7.1978,335000,0
-122.296,47.5943,2,3,3,1260,7,8.7059,342000,0
-122.303,47.6086,2,3,8,2800,8,6.2296,490000,0
-122.148,47.4757,1,4,4,1820,7,7.5695,331500,0
-122.084,47.645,3,3,3,1730,8,6.299,960000,1
-122.036,47.6506,2,4,4,3350,9,6.6049,720500,0
-122.38,47.5442,2,4,3,3370,8,5.9346,830000,0
-122.405,47.5797,1.5,5,3,1240,7,5.7001,662990,0
-122.178,47.3578,1.5,4,4,2340,6,5.6293,220000,0
-122.283,47.5536,1,3,5,1880,7,6.0224,349950,0
-122.345,47.6273,1,3,3,1810,7,6.7741,550000,0
-122.364,47.5588,1,4,3,2340,6,3.125,396000,0
-122.348,47.6638,2,3,4,2820,7,2.5517,635000,0
-122.352,47.7198,1,3,3,1020,7,3.6154,293000,0
-122.174,47.4654,1,4,3,2090,7,5.6022,339000,0
-122.179,47.3679,2,4,4,1830,7,4.4474,285000,0
-122.331,47.6684,1.5,3,6,2980,7,2.3103,775000,0
-122.212,47.3107,1,4,4,1600,7,3.9345,224000,0
-122.283,47.5744,2,5,4,4440,10,2.694,2250000,0
-122.008,47.2043,1,3,3,1200,7,1.6767,165050,0
-122.271,47.5301,1.5,4,3,1230,7,5.0969,275000,0
-122.281,47.5572,1,3,5,2930,7,3.4471,445000,0
-122.099,47.771,1,3,3,2370,8,4.025,510000,0
-122.244,47.5934,2,3,4,3040,9,4.3173,1230000,0
-122.31,47.7674,1,3,3,1610,7,4.4394,390000,0
-122.259,47.7433,1,3,3,2350,8,4.621,460000,0
-122.178,47.6001,1,4,3,2000,8,3.2759,700000,0
-122.244,47.7073,2,3,4,3530,10,4.375,874150,0
-122.286,47.7635,2,3,3,2220,8,5.1178,470000,0
-122.175,47.697,1,4,3,2000,6,5.8899,374000,0
-122.45,47.4599,1.5,5,2,1210,7,6.0289,510000,0
-122.383,47.6713,3,3,2,1140,8,5.0473,467000,0
-122.238,47.7386,2,3,4,2440,8,5.7862,576000,0
-122.251,47.2804,1,3,3,1560,6,6.0102,196440,0
-122.073,47.709,2,3,4,3210,10,6.5006,825000,0
-122.161,47.7242,1,3,2,930,7,4.2269,281000,0
-122.301,47.7114,3,3,3,1782,7,5.2375,326000,0
-121.927,47.3583,1,4,3,1740,7,5.8418,340000,0
-122.085,47.3473,1,3,5,3690,9,6.1576,440000,0
-122.047,47.5937,2,3,4,2930,9,6.2073,749000,0
-122.24,47.7269,1.5,3,4,1230,7,5.1046,340000,0
-122.393,47.5452,2,3,3,2000,7,5.5,561000,0
-122.049,47.3605,1,3,3,1520,7,6.0666,270000,0
-122.311,47.619,1,4,2,1040,7,3.6393,600000,0
-122.087,47.3628,1,3,4,1120,6,3.5353,219900,0
-122.088,47.2662,2,3,3,3020,8,4.4911,617000,0
-122.236,47.7208,2,3,3,1820,8,3.375,469000,0
-122.306,47.3058,1,3,3,1370,7,4.4387,229000,0
-122.316,47.6272,2.5,5,4,3130,9,4.45,1265000,0
-122.327,47.7443,1,3,3,1640,7,3.8343,365000,0
-122.271,47.3477,2,3,4,2650,9,4.3958,429000,0
-121.973,47.7353,2,3,4,2850,9,4.35,550000,0
-122.365,47.4582,1,4,3,1820,7,4.2348,453000,0
-122.374,47.2966,1,4,3,1180,7,3.6518,187500,0
-122.352,47.7556,1,5,6,1880,7,3.9722,520500,0
-122.199,47.4212,1,4,3,1280,7,4.6944,300000,0
-122.299,47.69,2,3,4,3120,9,2.9781,799000,0
-122.039,47.3438,2,3,3,2470,8,4.3333,338000,0
-122.292,47.612,1.5,4,3,1700,8,4.2852,800000,0
-122.383,47.5275,1,4,2,1180,6,4.0437,360000,0
-122.378,47.7735,1,3,6,2800,7,2.6167,442500,0
-122.023,47.2313,1,4,4,1300,6,6.0115,700000,0
-122.22,47.5562,1,5,5,3040,9,3.911,830000,0
-122.228,47.7574,2,3,3,1630,8,4.125,360400,0
-122.177,47.5407,1,5,3,1340,7,0.716,345000,0
-122.098,47.4774,1,4,3,1830,7,1.5347,300000,0
-122.185,47.5233,1,5,3,1240,7,1.8333,350000,0
-122.049,47.3708,1,3,4,2500,7,1.6023,368000,0
-122.369,47.3129,1,4,3,1760,8,0.9797,264000,0
-122.055,47.3689,1,3,3,2660,9,0.7403,435000,0
-122.223,47.4819,1.5,3,3,2060,6,1.4583,200000,0
-122.398,47.6848,2,5,5,2540,8,3.9773,620000,0
-122.222,47.5774,2,3,5,4830,10,3.7562,1679000,0
-122.321,47.5283,1,4,3,1400,7,6.0426,337000,0
-122.212,47.6377,2,4,4,4280,11,2.0353,1928000,0
-122,47.5816,1,5,4,2230,7,2.5863,544500,0
-122.399,47.5832,1,1,1,680,6,3.2188,252000,0
-122.348,47.535,2,3,4,2340,8,4.6937,445000,0
-122.07,47.4617,2,3,3,2070,7,4.5,379500,0
-122.234,47.3084,1,4,4,1910,6,3.3125,189950,0
-122.307,47.609,1.5,5,3,950,6,4.4135,469000,0
-122.062,47.7201,1,5,5,2910,7,3.5463,600000,0
-122.12,47.5151,2,3,3,2930,9,2.3382,785000,0
-122.124,47.3747,2,4,4,2610,8,3.9118,372000,0
-122.179,47.4797,2,3,5,3880,7,2.5164,445000,0
-122.014,47.4724,2,4,4,3320,8,1.875,508000,0
-122.332,47.6845,2,3,5,1940,8,2.0724,780000,0
-122.145,47.753,2,3,4,2510,9,2.6328,541100,0
-121.995,47.5449,2,3,4,2660,9,2.5461,729000,0
-121.984,47.2207,1,5,3,1710,7,1.8664,397000,0
-122.394,47.5655,1,3,2,1320,6,3.375,451555,0
-122.3,47.7341,1,3,2,960,6,4.0417,300000,0
-122.16,47.5124,1,5,3,1790,7,2.5769,416000,0
-122.323,47.6698,1,3,2,950,6,2.1915,490000,0
-122.385,47.5122,2,3,6,2940,7,2.1991,480000,0
-122.4,47.6518,1,3,2,930,7,2.5382,368000,0
-122.097,47.5533,2,3,3,4570,12,3.7277,1038000,0
-122.365,47.4922,1,4,3,2370,8,5.5196,545000,0
-122.032,47.5678,2,3,5,3430,10,3.9464,850000,0
-122.193,47.473,2,3,4,3540,10,3.7708,550000,0
-122.032,47.6216,2,3,3,2240,9,2.8833,600000,0
-122.29,47.7657,1,3,4,2710,8,3.5848,535000,0
-122.272,47.5487,2,3,3,2660,8,3.1571,599950,0
-122.3,47.5593,1,4,5,2540,8,3.9417,531000,0
